Date,Product,UnitPrice,Quantity,TotalSales
2025-06-01,Banoffee Pie,100,2,200
2025-06-01,Butter Croissant,65,2,130
2025-06-01,Chamomile Tea,55,3,165
2025-06-01,Chicken Pie,85,2,170
2025-06-01,Chocolate Chip Cookie,45,2,90
2025-06-01,Chocolate Fudge Cake,105,5,525
2025-06-01,Club Sandwich,110,4,440
2025-06-01,Earl Grey Tea,55,1,55
2025-06-01,Espresso,60,1,60
2025-06-01,Fudgy Brownie,75,2,150
2025-06-01,Ham & Cheese Sandwich,85,3,255
2025-06-01,Hot Americano,65,1,65
2025-06-01,Hot Caramel Macchiato,80,3,240
2025-06-01,Hot Chocolate,70,1,70
2025-06-01,Hot Latte,75,1,75
2025-06-01,Hot Mocha,80,1,80
2025-06-01,Iced Americano,70,1,70
2025-06-01,Iced Caramel Macchiato,90,1,90
2025-06-01,Iced Lemon Tea,65,3,195
2025-06-01,Iced Matcha Latte,90,1,90
2025-06-01,Iced Mocha,85,2,170
2025-06-01,Iced Thai Tea,70,1,70
2025-06-01,Peach Tea,65,1,65
2025-06-01,Sausage Roll,75,3,225
2025-06-01,Spinach Quiche,95,1,95
2025-06-01,Tiramisu,125,1,125
2025-06-01,Yuzu Soda,70,2,140
2025-06-02,Almond Croissant,85,1,85
2025-06-02,Banoffee Pie,100,1,100
2025-06-02,Blueberry Muffin,60,2,120
2025-06-02,Butter Croissant,65,2,130
2025-06-02,Chamomile Tea,55,1,55
2025-06-02,Chicken Pie,85,1,85
2025-06-02,Chocolate Fudge Cake,105,1,105
2025-06-02,Club Sandwich,110,2,220
2025-06-02,Espresso,60,4,240
2025-06-02,Fudgy Brownie,75,2,150
2025-06-02,Ham & Cheese Sandwich,85,1,85
2025-06-02,Hot Americano,65,2,130
2025-06-02,Hot Cappuccino,75,1,75
2025-06-02,Hot Caramel Macchiato,80,1,80
2025-06-02,Hot Chocolate,70,1,70
2025-06-02,Hot Latte,75,1,75
2025-06-02,Iced Americano,70,1,70
2025-06-02,Iced Caramel Macchiato,90,3,270
2025-06-02,Iced Lemon Tea,65,1,65
2025-06-02,Iced Matcha Latte,90,1,90
2025-06-02,Iced Thai Tea,70,2,140
2025-06-02,New York Cheesecake,120,2,240
2025-06-02,Pain au Chocolat,80,2,160
2025-06-02,Red Velvet Cake,110,4,440
2025-06-02,Sausage Roll,75,3,225
2025-06-02,Spinach Quiche,95,1,95
2025-06-02,Tiramisu,125,1,125
2025-06-02,Yuzu Soda,70,4,280
2025-06-03,Almond Croissant,85,3,255
2025-06-03,Banoffee Pie,100,2,200
2025-06-03,Blueberry Muffin,60,2,120
2025-06-03,Carrot Cake,110,1,110
2025-06-03,Chamomile Tea,55,1,55
2025-06-03,Chocolate Chip Cookie,45,2,90
2025-06-03,Coffee Frappe,95,2,190
2025-06-03,Earl Grey Tea,55,2,110
2025-06-03,Flat White,75,1,75
2025-06-03,Fudgy Brownie,75,4,300
2025-06-03,Ham & Cheese Sandwich,85,1,85
2025-06-03,Hot Americano,65,1,65
2025-06-03,Hot Cappuccino,75,1,75
2025-06-03,Hot Caramel Macchiato,80,3,240
2025-06-03,Hot Chocolate,70,1,70
2025-06-03,Hot Latte,75,1,75
2025-06-03,Iced Americano,70,1,70
2025-06-03,Iced Caramel Macchiato,90,1,90
2025-06-03,Iced Lemon Tea,65,3,195
2025-06-03,Iced Matcha Latte,90,3,270
2025-06-03,Iced Thai Tea,70,2,140
2025-06-03,Pain au Chocolat,80,2,160
2025-06-03,Sausage Roll,75,1,75
2025-06-03,Spinach Quiche,95,2,190
2025-06-03,Tiramisu,125,1,125
2025-06-03,Yuzu Soda,70,3,210
2025-06-04,Almond Croissant,85,4,340
2025-06-04,Blueberry Muffin,60,3,180
2025-06-04,Chamomile Tea,55,4,220
2025-06-04,Chicken Pie,85,3,255
2025-06-04,Chocolate Chip Cookie,45,1,45
2025-06-04,Chocolate Fudge Cake,105,3,315
2025-06-04,Club Sandwich,110,2,220
2025-06-04,Earl Grey Tea,55,1,55
2025-06-04,Espresso,60,1,60
2025-06-04,Flat White,75,1,75
2025-06-04,Fudgy Brownie,75,2,150
2025-06-04,Hot Americano,65,5,325
2025-06-04,Hot Chocolate,70,1,70
2025-06-04,Hot Thai Tea,60,1,60
2025-06-04,Iced Americano,70,3,210
2025-06-04,Iced Caramel Macchiato,90,2,180
2025-06-04,Iced Matcha Latte,90,2,180
2025-06-04,Iced Thai Tea,70,1,70
2025-06-04,Red Velvet Cake,110,2,220
2025-06-04,Sausage Roll,75,1,75
2025-06-04,Spinach Quiche,95,1,95
2025-06-04,Tiramisu,125,2,250
2025-06-04,Yuzu Soda,70,1,70
2025-06-05,Almond Croissant,85,3,255
2025-06-05,Carrot Cake,110,1,110
2025-06-05,Chicken Pie,85,3,255
2025-06-05,Club Sandwich,110,1,110
2025-06-05,Coffee Frappe,95,2,190
2025-06-05,Flat White,75,1,75
2025-06-05,Fudgy Brownie,75,2,150
2025-06-05,Ham & Cheese Sandwich,85,1,85
2025-06-05,Hot Americano,65,3,195
2025-06-05,Hot Cappuccino,75,1,75
2025-06-05,Hot Chocolate,70,1,70
2025-06-05,Hot Latte,75,1,75
2025-06-05,Hot Mocha,80,1,80
2025-06-05,Iced Americano,70,1,70
2025-06-05,Iced Caramel Macchiato,90,1,90
2025-06-05,Iced Lemon Tea,65,1,65
2025-06-05,Iced Matcha Latte,90,2,180
2025-06-05,Iced Mocha,85,3,255
2025-06-05,Iced Thai Tea,70,1,70
2025-06-05,New York Cheesecake,120,1,120
2025-06-05,Pain au Chocolat,80,3,240
2025-06-05,Red Velvet Cake,110,4,440
2025-06-05,Spinach Quiche,95,1,95
2025-06-05,Strawberry Italian Soda,60,1,60
2025-06-05,Tiramisu,125,1,125
2025-06-06,Banoffee Pie,100,3,300
2025-06-06,Blueberry Muffin,60,4,240
2025-06-06,Butter Croissant,65,2,130
2025-06-06,Chicken Pie,85,1,85
2025-06-06,Chocolate Chip Cookie,45,1,45
