Date,Product,UnitPrice,Quantity,TotalSales
2025-04-01,Almond Croissant,85,2,170
2025-04-01,Butter Croissant,65,1,65
2025-04-01,Chicken Pie,85,2,170
2025-04-01,Cold Brew,90,3,270
2025-04-01,Espresso,60,1,60
2025-04-01,Flat White,75,4,300
2025-04-01,Hot Americano,65,1,65
2025-04-01,Hot Caramel Macchiato,80,2,160
2025-04-01,Hot Chocolate,70,3,210
2025-04-01,Hot Thai Tea,60,1,60
2025-04-01,Iced Americano,70,3,210
2025-04-01,Iced Caramel Macchiato,90,1,90
2025-04-01,Iced Chocolate,80,1,80
2025-04-01,Iced Latte,80,1,80
2025-04-01,Iced Lemon Tea,65,2,130
2025-04-01,Iced Matcha Latte,90,1,90
2025-04-01,Iced Mocha,85,3,255
2025-04-01,Iced Thai Tea,70,4,280
2025-04-01,New York Cheesecake,120,3,360
2025-04-01,Pain au Chocolat,80,1,80
2025-04-01,Sausage Roll,75,2,150
2025-04-01,Spinach Quiche,95,2,190
2025-04-01,Tiramisu,125,1,125
2025-04-02,Butter Croissant,65,2,130
2025-04-02,Carrot Cake,110,1,110
2025-04-02,Chamomile Tea,55,4,220
2025-04-02,Chicken Pie,85,1,85
2025-04-02,Chocolate Chip Cookie,45,1,45
2025-04-02,Chocolate Fudge Cake,105,1,105
2025-04-02,Club Sandwich,110,1,110
2025-04-02,Cold Brew,90,1,90
2025-04-02,Espresso,60,1,60
2025-04-02,Flat White,75,1,75
2025-04-02,Fudgy Brownie,75,1,75
2025-04-02,Hot Caramel Macchiato,80,2,160
2025-04-02,Hot Latte,75,2,150
2025-04-02,Hot Matcha Latte,80,1,80
2025-04-02,Hot Mocha,80,1,80
2025-04-02,Hot Thai Tea,60,1,60
2025-04-02,Iced Americano,70,3,210
2025-04-02,Iced Caramel Macchiato,90,1,90
2025-04-02,Iced Chocolate,80,2,160
2025-04-02,Iced Mocha,85,1,85
2025-04-02,Iced Thai Tea,70,2,140
2025-04-02,New York Cheesecake,120,1,120
2025-04-02,Pain au Chocolat,80,1,80
2025-04-02,Peach Tea,65,3,195
2025-04-02,Red Velvet Cake,110,2,220
2025-04-02,Sausage Roll,75,1,75
2025-04-02,Strawberry Italian Soda,60,2,120
2025-04-02,Tiramisu,125,1,125
2025-04-03,Almond Croissant,85,1,85
2025-04-03,Blueberry Muffin,60,2,120
2025-04-03,Butter Croissant,65,2,130
2025-04-03,Carrot Cake,110,1,110
2025-04-03,Chamomile Tea,55,3,165
2025-04-03,Chocolate Chip Cookie,45,3,135
2025-04-03,Club Sandwich,110,4,440
2025-04-03,Cold Brew,90,3,270
2025-04-03,Espresso,60,1,60
2025-04-03,Flat White,75,3,225
2025-04-03,Ham & Cheese Sandwich,85,1,85
2025-04-03,Hot Americano,65,2,130
2025-04-03,Hot Cappuccino,75,1,75
2025-04-03,Hot Caramel Macchiato,80,1,80
2025-04-03,Hot Latte,75,1,75
2025-04-03,Hot Matcha Latte,80,1,80
2025-04-03,Iced Americano,70,1,70
2025-04-03,Iced Latte,80,1,80
2025-04-03,Iced Lemon Tea,65,2,130
2025-04-03,Iced Matcha Latte,90,2,180
2025-04-03,Iced Mocha,85,2,170
2025-04-03,Iced Thai Tea,70,1,70
2025-04-03,New York Cheesecake,120,1,120
2025-04-03,Pain au Chocolat,80,1,80
2025-04-03,Peach Tea,65,3,195
2025-04-03,Red Velvet Cake,110,1,110
2025-04-03,Sausage Roll,75,1,75
2025-04-03,Strawberry Italian Soda,60,1,60
2025-04-03,Tiramisu,125,1,125
2025-04-03,Yuzu Soda,70,1,70
2025-04-04,Almond Croissant,85,2,170
2025-04-04,Carrot Cake,110,1,110
2025-04-04,Chocolate Chip Cookie,45,2,90
2025-04-04,Chocolate Fudge Cake,105,3,315
2025-04-04,Club Sandwich,110,1,110
2025-04-04,Cold Brew,90,4,360
2025-04-04,Espresso,60,2,120
2025-04-04,Flat White,75,3,225
2025-04-04,Fudgy Brownie,75,1,75
2025-04-04,Ham & Cheese Sandwich,85,2,170
2025-04-04,Hot Americano,65,1,65
