Date,Product,UnitPrice,Quantity,TotalSales
2025-07-01,Almond Croissant,85,1,85
2025-07-01,Butter Croissant,65,1,65
2025-07-01,Chamomile Tea,55,1,55
2025-07-01,Chicken Pie,85,2,170
2025-07-01,Chocolate Fudge Cake,105,1,105
2025-07-01,Coffee Frappe,95,1,95
2025-07-01,Cold Brew,90,1,90
2025-07-01,Earl Grey Tea,55,3,165
2025-07-01,Espresso,60,3,180
2025-07-01,Flat White,75,1,75
2025-07-01,Ham & Cheese Sandwich,85,1,85
2025-07-01,Hot Latte,75,2,150
2025-07-01,Hot Matcha Latte,80,1,80
2025-07-01,Hot Thai Tea,60,1,60
2025-07-01,Iced Caramel Macchiato,90,1,90
2025-07-01,Iced Lemon Tea,65,3,195
2025-07-01,Iced Mocha,85,1,85
2025-07-01,Iced Thai Tea,70,1,70
2025-07-01,New York Cheesecake,120,1,120
2025-07-01,Peach Tea,65,2,130
2025-07-01,Red Velvet Cake,110,1,110
2025-07-01,Sausage Roll,75,4,300
2025-07-01,Spinach Quiche,95,2,190
2025-07-01,Tiramisu,125,4,500
2025-07-01,Yuzu Soda,70,2,140
2025-07-02,Almond Croissant,85,1,85
2025-07-02,Banoffee Pie,100,1,100
2025-07-02,Blueberry Muffin,60,2,120
2025-07-02,Butter Croissant,65,1,65
2025-07-02,Chamomile Tea,55,1,55
2025-07-02,Chicken Pie,85,2,170
2025-07-02,Chocolate Fudge Cake,105,2,210
2025-07-02,Coffee Frappe,95,2,190
2025-07-02,Cold Brew,90,2,180
2025-07-02,Earl Grey Tea,55,3,165
2025-07-02,Espresso,60,1,60
2025-07-02,Flat White,75,4,300
2025-07-02,Fudgy Brownie,75,2,150
2025-07-02,Ham & Cheese Sandwich,85,3,255
2025-07-02,Hot Cappuccino,75,2,150
2025-07-02,Hot Caramel Macchiato,80,1,80
2025-07-02,Hot Latte,75,4,300
2025-07-02,Hot Thai Tea,60,1,60
2025-07-02,Iced Americano,70,1,70
2025-07-02,Iced Caramel Macchiato,90,2,180
2025-07-02,Iced Latte,80,1,80
2025-07-02,Iced Matcha Latte,90,1,90
2025-07-02,Iced Thai Tea,70,2,140
2025-07-02,New York Cheesecake,120,3,360
2025-07-02,Pain au Chocolat,80,2,160
2025-07-02,Red Velvet Cake,110,1,110
2025-07-02,Sausage Roll,75,3,225
2025-07-02,Strawberry Italian Soda,60,3,180
2025-07-02,Tiramisu,125,2,250
2025-07-03,Almond Croissant,85,1,85
2025-07-03,Banoffee Pie,100,1,100
2025-07-03,Blueberry Muffin,60,3,180
2025-07-03,Chicken Pie,85,3,255
2025-07-03,Chocolate Chip Cookie,45,3,135
2025-07-03,Chocolate Fudge Cake,105,1,105
2025-07-03,Coffee Frappe,95,1,95
2025-07-03,Cold Brew,90,2,180
2025-07-03,Earl Grey Tea,55,1,55
2025-07-03,Espresso,60,3,180
2025-07-03,Flat White,75,1,75
2025-07-03,Fudgy Brownie,75,2,150
2025-07-03,Ham & Cheese Sandwich,85,2,170
2025-07-03,Hot Caramel Macchiato,80,1,80
2025-07-03,Hot Latte,75,2,150
2025-07-03,Hot Mocha,80,2,160
2025-07-03,Iced Americano,70,1,70
2025-07-03,Iced Caramel Macchiato,90,1,90
2025-07-03,Iced Matcha Latte,90,1,90
2025-07-03,Iced Mocha,85,1,85
2025-07-03,New York Cheesecake,120,4,480
2025-07-03,Peach Tea,65,3,195
2025-07-03,Sausage Roll,75,1,75
2025-07-03,Tiramisu,125,3,375
2025-07-03,Yuzu Soda,70,2,140
2025-07-04,Almond Croissant,85,2,170
2025-07-04,Blueberry Muffin,60,1,60
2025-07-04,Butter Croissant,65,1,65
2025-07-04,Chamomile Tea,55,1,55
2025-07-04,Chicken Pie,85,2,170
2025-07-04,Chocolate Chip Cookie,45,2,90
2025-07-04,Coffee Frappe,95,3,285
2025-07-04,Cold Brew,90,4,360
2025-07-04,Earl Grey Tea,55,1,55
2025-07-04,Espresso,60,2,120
2025-07-04,Flat White,75,4,300
2025-07-04,Fudgy Brownie,75,2,150
2025-07-04,Ham & Cheese Sandwich,85,1,85
2025-07-04,Hot Cappuccino,75,2,150
2025-07-04,Hot Latte,75,2,150
2025-07-04,Iced Caramel Macchiato,90,2,180
2025-07-04,Iced Lemon Tea,65,2,130
2025-07-04,Iced Matcha Latte,90,3,270
2025-07-04,Iced Mocha,85,1,85
2025-07-04,Iced Thai Tea,70,3,210
2025-07-04,Pain au Chocolat,80,1,80
2025-07-04,Sausage Roll,75,1,75
2025-07-04,Spinach Quiche,95,1,95
2025-07-04,Strawberry Italian Soda,60,5,300
2025-07-04,Tiramisu,125,2,250
2025-07-05,Almond Croissant,85,2,170
2025-07-05,Blueberry Muffin,60,2,120
2025-07-05,Chamomile Tea,55,1,55
2025-07-05,Chicken Pie,85,1,85
2025-07-05,Chocolate Chip Cookie,45,1,45
2025-07-05,Chocolate Fudge Cake,105,1,105
2025-07-05,Coffee Frappe,95,1,95
2025-07-05,Cold Brew,90,3,270
2025-07-05,Earl Grey Tea,55,1,55
2025-07-05,Espresso,60,1,60
2025-07-05,Flat White,75,1,75
2025-07-05,Ham & Cheese Sandwich,85,4,340
2025-07-05,Hot Mocha,80,4,320
2025-07-05,Iced Americano,70,1,70
2025-07-05,Iced Caramel Macchiato,90,4,360
2025-07-05,Iced Chocolate,80,2,160
2025-07-05,Iced Latte,80,4,320
2025-07-05,Iced Thai Tea,70,3,210
2025-07-05,New York Cheesecake,120,2,240
2025-07-05,Peach Tea,65,1,65
2025-07-05,Red Velvet Cake,110,3,330
2025-07-05,Sausage Roll,75,2,150
2025-07-05,Spinach Quiche,95,1,95
2025-07-05,Strawberry Italian Soda,60,2,120
2025-07-05,Tiramisu,125,1,125
2025-07-05,Yuzu Soda,70,1,70
2025-07-06,Almond Croissant,85,2,170
2025-07-06,Banoffee Pie,100,1,100
2025-07-06,Blueberry Muffin,60,2,120
2025-07-06,Butter Croissant,65,1,65
2025-07-06,Carrot Cake,110,1,110
2025-07-06,Chocolate Chip Cookie,45,1,45
2025-07-06,Chocolate Fudge Cake,105,1,105
2025-07-06,Club Sandwich,110,2,220
2025-07-06,Coffee Frappe,95,1,95
2025-07-06,Cold Brew,90,1,90
2025-07-06,Flat White,75,1,75
2025-07-06,Fudgy Brownie,75,1,75
2025-07-06,Ham & Cheese Sandwich,85,3,255
2025-07-06,Hot Americano,65,1,65
2025-07-06,Hot Cappuccino,75,2,150
2025-07-06,Hot Caramel Macchiato,80,2,160
2025-07-06,Hot Chocolate,70,3,210
2025-07-06,Hot Matcha Latte,80,2,160
2025-07-06,Hot Mocha,80,1,80
2025-07-06,Iced Caramel Macchiato,90,1,90
2025-07-06,Iced Lemon Tea,65,2,130
2025-07-06,Iced Mocha,85,1,85
2025-07-06,Iced Thai Tea,70,1,70
2025-07-06,New York Cheesecake,120,1,120
2025-07-06,Pain au Chocolat,80,2,160
2025-07-06,Peach Tea,65,3,195
2025-07-06,Red Velvet Cake,110,3,330
2025-07-06,Sausage Roll,75,2,150
2025-07-06,Spinach Quiche,95,3,285
2025-07-06,Strawberry Italian Soda,60,2,120
2025-07-06,Tiramisu,125,3,375
2025-07-07,Almond Croissant,85,2,170
2025-07-07,Blueberry Muffin,60,2,120
2025-07-07,Butter Croissant,65,3,195
2025-07-07,Carrot Cake,110,2,220
2025-07-07,Chicken Pie,85,1,85
2025-07-07,Chocolate Fudge Cake,105,2,210
2025-07-07,Coffee Frappe,95,3,285
2025-07-07,Cold Brew,90,1,90
2025-07-07,Espresso,60,1,60
2025-07-07,Flat White,75,1,75
2025-07-07,Hot Americano,65,2,130
2025-07-07,Hot Cappuccino,75,1,75
2025-07-07,Hot Latte,75,1,75
2025-07-07,Hot Matcha Latte,80,2,160
2025-07-07,Hot Mocha,80,1,80
2025-07-07,Hot Thai Tea,60,2,120
2025-07-07,Iced Caramel Macchiato,90,2,180
2025-07-07,Iced Latte,80,1,80
2025-07-07,Iced Lemon Tea,65,1,65
2025-07-07,Iced Mocha,85,1,85
2025-07-07,Iced Thai Tea,70,3,210
2025-07-07,New York Cheesecake,120,4,480
2025-07-07,Pain au Chocolat,80,3,240
2025-07-07,Red Velvet Cake,110,1,110
2025-07-07,Sausage Roll,75,2,150
2025-07-07,Spinach Quiche,95,2,190
2025-07-07,Strawberry Italian Soda,60,4,240
2025-07-07,Tiramisu,125,3,375
2025-07-08,Almond Croissant,85,1,85
2025-07-08,Butter Croissant,65,1,65
2025-07-08,Chamomile Tea,55,2,110
2025-07-08,Chicken Pie,85,1,85
2025-07-08,Chocolate Chip Cookie,45,1,45
2025-07-08,Club Sandwich,110,2,220
2025-07-08,Coffee Frappe,95,2,190
2025-07-08,Cold Brew,90,2,180
2025-07-08,Earl Grey Tea,55,1,55
2025-07-08,Espresso,60,1,60
2025-07-08,Flat White,75,3,225
2025-07-08,Fudgy Brownie,75,2,150
2025-07-08,Ham & Cheese Sandwich,85,1,85
2025-07-08,Hot Americano,65,1,65
2025-07-08,Hot Cappuccino,75,1,75
2025-07-08,Hot Caramel Macchiato,80,1,80
2025-07-08,Hot Chocolate,70,1,70
2025-07-08,Hot Latte,75,2,150
2025-07-08,Hot Mocha,80,1,80
2025-07-08,Hot Thai Tea,60,2,120
2025-07-08,Iced Americano,70,1,70
2025-07-08,Iced Caramel Macchiato,90,2,180
2025-07-08,Iced Latte,80,1,80
2025-07-08,Iced Lemon Tea,65,1,65
2025-07-08,Iced Mocha,85,1,85
2025-07-08,Iced Thai Tea,70,1,70
2025-07-08,New York Cheesecake,120,2,240
2025-07-08,Peach Tea,65,1,65
2025-07-08,Red Velvet Cake,110,1,110
2025-07-08,Sausage Roll,75,1,75
2025-07-08,Spinach Quiche,95,3,285
2025-07-08,Strawberry Italian Soda,60,1,60
2025-07-09,Almond Croissant,85,2,170
2025-07-09,Blueberry Muffin,60,1,60
2025-07-09,Chicken Pie,85,1,85
2025-07-09,Chocolate Fudge Cake,105,1,105
2025-07-09,Coffee Frappe,95,2,190
2025-07-09,Cold Brew,90,3,270
2025-07-09,Espresso,60,1,60
2025-07-09,Flat White,75,1,75
2025-07-09,Fudgy Brownie,75,1,75
2025-07-09,Ham & Cheese Sandwich,85,1,85
2025-07-09,Hot Americano,65,1,65
2025-07-09,Hot Caramel Macchiato,80,1,80
2025-07-09,Hot Latte,75,1,75
2025-07-09,Hot Matcha Latte,80,1,80
2025-07-09,Hot Mocha,80,1,80
2025-07-09,Iced Caramel Macchiato,90,1,90
2025-07-09,Iced Latte,80,2,160
2025-07-09,Iced Thai Tea,70,2,140
2025-07-09,New York Cheesecake,120,2,240
2025-07-09,Pain au Chocolat,80,1,80
2025-07-09,Peach Tea,65,1,65
2025-07-09,Sausage Roll,75,3,225
2025-07-09,Spinach Quiche,95,3,285
2025-07-09,Strawberry Italian Soda,60,3,180
2025-07-09,Tiramisu,125,1,125
2025-07-09,Yuzu Soda,70,1,70
2025-07-10,Almond Croissant,85,2,170
2025-07-10,Banoffee Pie,100,1,100
2025-07-10,Blueberry Muffin,60,3,180
2025-07-10,Butter Croissant,65,1,65
2025-07-10,Chamomile Tea,55,1,55
2025-07-10,Chicken Pie,85,3,255
2025-07-10,Chocolate Fudge Cake,105,1,105
2025-07-10,Coffee Frappe,95,3,285
2025-07-10,Cold Brew,90,2,180
2025-07-10,Earl Grey Tea,55,1,55
2025-07-10,Espresso,60,2,120
2025-07-10,Flat White,75,5,375
2025-07-10,Ham & Cheese Sandwich,85,2,170
2025-07-10,Hot Caramel Macchiato,80,3,240
2025-07-10,Hot Chocolate,70,1,70
2025-07-10,Hot Latte,75,1,75
2025-07-10,Hot Matcha Latte,80,1,80
2025-07-10,Hot Thai Tea,60,4,240
2025-07-10,Iced Caramel Macchiato,90,3,270
2025-07-10,Iced Latte,80,2,160
2025-07-10,Iced Lemon Tea,65,1,65
2025-07-10,Iced Thai Tea,70,4,280
2025-07-10,New York Cheesecake,120,3,360
2025-07-10,Pain au Chocolat,80,1,80
2025-07-10,Peach Tea,65,1,65
2025-07-10,Red Velvet Cake,110,2,220
2025-07-10,Sausage Roll,75,4,300
2025-07-10,Spinach Quiche,95,1,95
2025-07-10,Strawberry Italian Soda,60,2,120
2025-07-10,Yuzu Soda,70,1,70
2025-07-11,Almond Croissant,85,1,85
2025-07-11,Carrot Cake,110,1,110
2025-07-11,Chicken Pie,85,4,340
2025-07-11,Club Sandwich,110,1,110
2025-07-11,Cold Brew,90,2,180
2025-07-11,Earl Grey Tea,55,1,55
2025-07-11,Espresso,60,2,120
2025-07-11,Flat White,75,2,150
2025-07-11,Fudgy Brownie,75,2,150
2025-07-11,Ham & Cheese Sandwich,85,1,85
2025-07-11,Hot Americano,65,1,65
2025-07-11,Hot Caramel Macchiato,80,1,80
2025-07-11,Hot Latte,75,1,75
2025-07-11,Hot Mocha,80,2,160
2025-07-11,Hot Thai Tea,60,1,60
2025-07-11,Iced Caramel Macchiato,90,2,180
2025-07-11,Iced Latte,80,2,160
2025-07-11,Iced Lemon Tea,65,2,130
2025-07-11,Iced Matcha Latte,90,1,90
2025-07-11,New York Cheesecake,120,2,240
2025-07-11,Sausage Roll,75,1,75
2025-07-11,Tiramisu,125,4,500
2025-07-11,Yuzu Soda,70,1,70
2025-07-12,Almond Croissant,85,3,255
2025-07-12,Banoffee Pie,100,1,100
2025-07-12,Blueberry Muffin,60,2,120
2025-07-12,Butter Croissant,65,1,65
