Date,Product,UnitPrice,Quantity,TotalSales
2025-12-01,Banoffee Pie,100,1,100
2025-12-01,Butter Croissant,65,1,65
2025-12-01,Carrot Cake,110,2,220
2025-12-01,Chamomile Tea,55,1,55
2025-12-01,Chicken Pie,85,1,85
2025-12-01,Chocolate Chip Cookie,45,3,135
2025-12-01,Chocolate Fudge Cake,105,1,105
2025-12-01,Club Sandwich,110,2,220
2025-12-01,Coffee Frappe,95,2,190
2025-12-01,Earl Grey Tea,55,3,165
2025-12-01,Fudgy Brownie,75,1,75
2025-12-01,Ham & Cheese Sandwich,85,1,85
2025-12-01,Hot Cappuccino,75,1,75
2025-12-01,Hot Latte,75,1,75
2025-12-01,Hot Matcha Latte,80,1,80
2025-12-01,Hot Mocha,80,1,80
2025-12-01,Hot Thai Tea,60,1,60
2025-12-01,Iced Americano,70,2,140
2025-12-01,Iced Chocolate,80,1,80
2025-12-01,Iced Latte,80,3,240
2025-12-01,Iced Lemon Tea,65,1,65
2025-12-01,Iced Matcha Latte,90,1,90
2025-12-01,Iced Mocha,85,1,85
2025-12-01,Iced Thai Tea,70,1,70
2025-12-01,Pain au Chocolat,80,1,80
2025-12-01,Peach Tea,65,2,130
2025-12-01,Sausage Roll,75,4,300
2025-12-01,Spinach Quiche,95,1,95
2025-12-01,Strawberry Italian Soda,60,1,60
2025-12-01,Yuzu Soda,70,1,70
2025-12-02,Almond Croissant,85,1,85
2025-12-02,Banoffee Pie,100,2,200
2025-12-02,Butter Croissant,65,2,130
2025-12-02,Chicken Pie,85,3,255
2025-12-02,Chocolate Chip Cookie,45,2,90
2025-12-02,Chocolate Fudge Cake,105,3,315
2025-12-02,Coffee Frappe,95,2,190
2025-12-02,Ham & Cheese Sandwich,85,2,170
2025-12-02,Hot Latte,75,2,150
2025-12-02,Hot Matcha Latte,80,2,160
2025-12-02,Hot Mocha,80,1,80
2025-12-02,Iced Chocolate,80,1,80
2025-12-02,Iced Latte,80,1,80
2025-12-02,Iced Lemon Tea,65,4,260
2025-12-02,Iced Matcha Latte,90,1,90
2025-12-02,Iced Mocha,85,1,85
2025-12-02,New York Cheesecake,120,2,240
2025-12-02,Pain au Chocolat,80,1,80
2025-12-02,Peach Tea,65,3,195
2025-12-02,Sausage Roll,75,1,75
2025-12-02,Strawberry Italian Soda,60,2,120
2025-12-03,Almond Croissant,85,3,255
2025-12-03,Banoffee Pie,100,1,100
2025-12-03,Carrot Cake,110,2,220
2025-12-03,Chamomile Tea,55,1,55
2025-12-03,Chicken Pie,85,1,85
2025-12-03,Chocolate Chip Cookie,45,2,90
2025-12-03,Coffee Frappe,95,5,475
2025-12-03,Earl Grey Tea,55,1,55
2025-12-03,Fudgy Brownie,75,1,75
2025-12-03,Hot Cappuccino,75,3,225
2025-12-03,Hot Latte,75,1,75
2025-12-03,Hot Matcha Latte,80,2,160
2025-12-03,Hot Thai Tea,60,2,120
2025-12-03,Iced Chocolate,80,1,80
2025-12-03,Iced Latte,80,2,160
2025-12-03,Iced Lemon Tea,65,2,130
2025-12-03,Iced Mocha,85,1,85
2025-12-03,Iced Thai Tea,70,2,140
2025-12-03,Pain au Chocolat,80,1,80
2025-12-03,Peach Tea,65,2,130
2025-12-03,Sausage Roll,75,1,75
2025-12-03,Spinach Quiche,95,1,95
2025-12-03,Strawberry Italian Soda,60,1,60
2025-12-03,Yuzu Soda,70,1,70
2025-12-04,Almond Croissant,85,1,85
2025-12-04,Banoffee Pie,100,2,200
2025-12-04,Butter Croissant,65,1,65
2025-12-04,Chicken Pie,85,2,170
2025-12-04,Chocolate Chip Cookie,45,1,45
2025-12-04,Chocolate Fudge Cake,105,1,105
2025-12-04,Club Sandwich,110,2,220
2025-12-04,Coffee Frappe,95,3,285
2025-12-04,Cold Brew,90,1,90
2025-12-04,Earl Grey Tea,55,2,110
2025-12-04,Ham & Cheese Sandwich,85,1,85
2025-12-04,Hot Latte,75,2,150
2025-12-04,Hot Matcha Latte,80,1,80
2025-12-04,Hot Mocha,80,2,160
2025-12-04,Hot Thai Tea,60,3,180
2025-12-04,Iced Americano,70,2,140
2025-12-04,Iced Caramel Macchiato,90,2,180
2025-12-04,Iced Latte,80,1,80
2025-12-04,Iced Lemon Tea,65,1,65
2025-12-04,Iced Mocha,85,2,170
2025-12-04,Iced Thai Tea,70,1,70
2025-12-04,New York Cheesecake,120,2,240
2025-12-04,Pain au Chocolat,80,1,80
2025-12-04,Peach Tea,65,2,130
2025-12-04,Red Velvet Cake,110,2,220
2025-12-04,Sausage Roll,75,1,75
2025-12-04,Spinach Quiche,95,1,95
2025-12-05,Almond Croissant,85,1,85
2025-12-05,Carrot Cake,110,1,110
2025-12-05,Chocolate Chip Cookie,45,2,90
2025-12-05,Coffee Frappe,95,3,285
2025-12-05,Cold Brew,90,2,180
2025-12-05,Earl Grey Tea,55,1,55
2025-12-05,Ham & Cheese Sandwich,85,3,255
2025-12-05,Hot Americano,65,1,65
2025-12-05,Hot Cappuccino,75,1,75
2025-12-05,Hot Latte,75,2,150
2025-12-05,Hot Matcha Latte,80,1,80
2025-12-05,Hot Mocha,80,2,160
2025-12-05,Hot Thai Tea,60,3,180
2025-12-05,Iced Americano,70,2,140
2025-12-05,Iced Latte,80,1,80
2025-12-05,Iced Lemon Tea,65,1,65
2025-12-05,Iced Mocha,85,4,340
2025-12-05,Iced Thai Tea,70,1,70
2025-12-05,New York Cheesecake,120,3,360
2025-12-05,Pain au Chocolat,80,3,240
2025-12-05,Peach Tea,65,2,130
2025-12-05,Sausage Roll,75,2,150
2025-12-05,Strawberry Italian Soda,60,2,120
2025-12-05,Tiramisu,125,1,125
2025-12-05,Yuzu Soda,70,1,70
2025-12-06,Banoffee Pie,100,3,300
2025-12-06,Chicken Pie,85,1,85
2025-12-06,Chocolate Chip Cookie,45,2,90
2025-12-06,Chocolate Fudge Cake,105,2,210
2025-12-06,Coffee Frappe,95,2,190
2025-12-06,Earl Grey Tea,55,1,55
2025-12-06,Flat White,75,2,150
2025-12-06,Fudgy Brownie,75,3,225
2025-12-06,Ham & Cheese Sandwich,85,2,170
2025-12-06,Hot Cappuccino,75,1,75
2025-12-06,Hot Caramel Macchiato,80,1,80
2025-12-06,Hot Chocolate,70,1,70
2025-12-06,Hot Latte,75,1,75
2025-12-06,Hot Matcha Latte,80,1,80
2025-12-06,Hot Mocha,80,2,160
2025-12-06,Hot Thai Tea,60,3,180
2025-12-06,Iced Americano,70,1,70
2025-12-06,Iced Caramel Macchiato,90,1,90
2025-12-06,Iced Chocolate,80,1,80
2025-12-06,Iced Latte,80,1,80
2025-12-06,Iced Lemon Tea,65,2,130
2025-12-06,Iced Mocha,85,2,170
2025-12-06,Iced Thai Tea,70,1,70
2025-12-06,New York Cheesecake,120,1,120
2025-12-06,Pain au Chocolat,80,2,160
2025-12-06,Red Velvet Cake,110,2,220
2025-12-06,Sausage Roll,75,4,300
2025-12-06,Strawberry Italian Soda,60,1,60
2025-12-06,Tiramisu,125,1,125
2025-12-07,Banoffee Pie,100,1,100
2025-12-07,Butter Croissant,65,1,65
2025-12-07,Carrot Cake,110,1,110
2025-12-07,Chicken Pie,85,2,170
2025-12-07,Chocolate Chip Cookie,45,4,180
2025-12-07,Chocolate Fudge Cake,105,1,105
2025-12-07,Club Sandwich,110,1,110
2025-12-07,Cold Brew,90,1,90
2025-12-07,Earl Grey Tea,55,1,55
2025-12-07,Espresso,60,1,60
2025-12-07,Fudgy Brownie,75,1,75
2025-12-07,Ham & Cheese Sandwich,85,1,85
2025-12-07,Hot Americano,65,1,65
2025-12-07,Hot Chocolate,70,1,70
2025-12-07,Hot Latte,75,4,300
2025-12-07,Hot Matcha Latte,80,2,160
2025-12-07,Hot Mocha,80,3,240
2025-12-07,Hot Thai Tea,60,2,120
2025-12-07,Iced Americano,70,3,210
2025-12-07,Iced Caramel Macchiato,90,1,90
2025-12-07,Iced Chocolate,80,1,80
2025-12-07,Iced Latte,80,3,240
2025-12-07,Iced Lemon Tea,65,1,65
2025-12-07,Iced Mocha,85,2,170
