Date,Product,UnitPrice,Quantity,TotalSales
2025-10-01,Blueberry Muffin,60,1,60
2025-10-01,Butter Croissant,65,2,130
2025-10-01,Carrot Cake,110,5,550
2025-10-01,Chicken Pie,85,1,85
2025-10-01,Chocolate Fudge Cake,105,2,210
2025-10-01,Club Sandwich,110,1,110
2025-10-01,Coffee Frappe,95,2,190
2025-10-01,Cold Brew,90,1,90
2025-10-01,Espresso,60,2,120
2025-10-01,Flat White,75,1,75
2025-10-01,Fudgy Brownie,75,3,225
2025-10-01,Hot Americano,65,3,195
2025-10-01,Hot Cappuccino,75,1,75
2025-10-01,Hot Latte,75,1,75
2025-10-01,Iced Americano,70,2,140
2025-10-01,Iced Caramel Macchiato,90,1,90
2025-10-01,Iced Chocolate,80,2,160
2025-10-01,Iced Latte,80,3,240
2025-10-01,Iced Matcha Latte,90,1,90
2025-10-01,Iced Thai Tea,70,3,210
2025-10-01,New York Cheesecake,120,1,120
2025-10-01,Red Velvet Cake,110,2,220
2025-10-01,Sausage Roll,75,1,75
2025-10-01,Spinach Quiche,95,2,190
2025-10-01,Strawberry Italian Soda,60,1,60
2025-10-01,Yuzu Soda,70,1,70
2025-10-02,Almond Croissant,85,2,170
2025-10-02,Butter Croissant,65,1,65
2025-10-02,Carrot Cake,110,1,110
2025-10-02,Chamomile Tea,55,1,55
2025-10-02,Chocolate Chip Cookie,45,1,45
2025-10-02,Chocolate Fudge Cake,105,2,210
2025-10-02,Club Sandwich,110,2,220
2025-10-02,Cold Brew,90,1,90
2025-10-02,Flat White,75,2,150
2025-10-02,Fudgy Brownie,75,1,75
2025-10-02,Hot Americano,65,3,195
2025-10-02,Hot Cappuccino,75,3,225
2025-10-02,Hot Caramel Macchiato,80,2,160
2025-10-02,Hot Latte,75,1,75
2025-10-02,Hot Matcha Latte,80,2,160
2025-10-02,Hot Mocha,80,1,80
2025-10-02,Iced Americano,70,1,70
2025-10-02,Iced Chocolate,80,3,240
2025-10-02,Iced Latte,80,1,80
2025-10-02,Iced Mocha,85,1,85
2025-10-02,Iced Thai Tea,70,1,70
2025-10-02,Pain au Chocolat,80,1,80
2025-10-02,Spinach Quiche,95,1,95
2025-10-03,Banoffee Pie,100,1,100
2025-10-03,Blueberry Muffin,60,1,60
2025-10-03,Butter Croissant,65,1,65
2025-10-03,Chicken Pie,85,3,255
2025-10-03,Chocolate Fudge Cake,105,1,105
2025-10-03,Club Sandwich,110,1,110
2025-10-03,Cold Brew,90,3,270
2025-10-03,Flat White,75,2,150
2025-10-03,Fudgy Brownie,75,1,75
2025-10-03,Ham & Cheese Sandwich,85,1,85
2025-10-03,Hot Americano,65,1,65
2025-10-03,Hot Cappuccino,75,1,75
2025-10-03,Hot Chocolate,70,1,70
2025-10-03,Hot Matcha Latte,80,2,160
2025-10-03,Hot Thai Tea,60,2,120
2025-10-03,Iced Americano,70,1,70
2025-10-03,Iced Caramel Macchiato,90,1,90
2025-10-03,Iced Chocolate,80,1,80
2025-10-03,Iced Matcha Latte,90,2,180
2025-10-03,Pain au Chocolat,80,2,160
2025-10-03,Peach Tea,65,1,65
2025-10-03,Red Velvet Cake,110,1,110
2025-10-03,Sausage Roll,75,1,75
2025-10-03,Tiramisu,125,1,125
2025-10-03,Yuzu Soda,70,2,140
2025-10-04,Banoffee Pie,100,2,200
2025-10-04,Blueberry Muffin,60,1,60
2025-10-04,Carrot Cake,110,1,110
2025-10-04,Chicken Pie,85,2,170
2025-10-04,Chocolate Chip Cookie,45,2,90
2025-10-04,Chocolate Fudge Cake,105,2,210
2025-10-04,Club Sandwich,110,1,110
2025-10-04,Coffee Frappe,95,4,380
2025-10-04,Espresso,60,3,180
2025-10-04,Flat White,75,1,75
2025-10-04,Fudgy Brownie,75,2,150
2025-10-04,Ham & Cheese Sandwich,85,2,170
2025-10-04,Hot Caramel Macchiato,80,1,80
2025-10-04,Hot Latte,75,2,150
2025-10-04,Hot Mocha,80,2,160
2025-10-04,Hot Thai Tea,60,4,240
2025-10-04,Iced Caramel Macchiato,90,1,90
2025-10-04,Iced Chocolate,80,1,80
2025-10-04,Iced Thai Tea,70,1,70
2025-10-04,New York Cheesecake,120,1,120
2025-10-04,Pain au Chocolat,80,3,240
2025-10-04,Peach Tea,65,1,65
2025-10-04,Sausage Roll,75,3,225
2025-10-05,Almond Croissant,85,1,85
2025-10-05,Blueberry Muffin,60,2,120
2025-10-05,Carrot Cake,110,2,220
2025-10-05,Chicken Pie,85,1,85
2025-10-05,Chocolate Chip Cookie,45,1,45
2025-10-05,Chocolate Fudge Cake,105,1,105
2025-10-05,Club Sandwich,110,1,110
2025-10-05,Cold Brew,90,3,270
2025-10-05,Espresso,60,1,60
2025-10-05,Flat White,75,1,75
2025-10-05,Fudgy Brownie,75,1,75
2025-10-05,Ham & Cheese Sandwich,85,1,85
2025-10-05,Hot Americano,65,1,65
2025-10-05,Hot Cappuccino,75,1,75
2025-10-05,Hot Latte,75,2,150
