Date,Product,UnitPrice,Quantity,TotalSales
2025-08-01,Blueberry Muffin,60,1,60
2025-08-01,Chamomile Tea,55,4,220
2025-08-01,Chicken Pie,85,1,85
2025-08-01,Chocolate Chip Cookie,45,1,45
2025-08-01,Chocolate Fudge Cake,105,1,105
2025-08-01,Club Sandwich,110,1,110
2025-08-01,Coffee Frappe,95,1,95
2025-08-01,Espresso,60,1,60
2025-08-01,Flat White,75,2,150
2025-08-01,Fudgy Brownie,75,1,75
2025-08-01,Ham & Cheese Sandwich,85,2,170
2025-08-01,Hot Americano,65,2,130
2025-08-01,Hot Cappuccino,75,1,75
2025-08-01,Hot Caramel Macchiato,80,1,80
2025-08-01,Hot Thai Tea,60,2,120
2025-08-01,Iced Caramel Macchiato,90,2,180
2025-08-01,Iced Lemon Tea,65,1,65
2025-08-01,Iced Matcha Latte,90,3,270
2025-08-01,Iced Mocha,85,1,85
2025-08-01,Iced Thai Tea,70,1,70
2025-08-01,Peach Tea,65,1,65
2025-08-01,Red Velvet Cake,110,1,110
2025-08-01,Sausage Roll,75,1,75
2025-08-01,Spinach Quiche,95,1,95
2025-08-01,Tiramisu,125,3,375
2025-08-01,Yuzu Soda,70,2,140
2025-08-02,Almond Croissant,85,1,85
2025-08-02,Banoffee Pie,100,1,100
2025-08-02,Blueberry Muffin,60,3,180
2025-08-02,Butter Croissant,65,1,65
2025-08-02,Chamomile Tea,55,1,55
2025-08-02,Chocolate Chip Cookie,45,2,90
2025-08-02,Chocolate Fudge Cake,105,4,420
2025-08-02,Coffee Frappe,95,3,285
2025-08-02,Cold Brew,90,1,90
2025-08-02,Espresso,60,1,60
2025-08-02,Flat White,75,2,150
2025-08-02,Fudgy Brownie,75,1,75
2025-08-02,Ham & Cheese Sandwich,85,1,85
2025-08-02,Hot Americano,65,1,65
2025-08-02,Hot Cappuccino,75,1,75
2025-08-02,Hot Chocolate,70,3,210
2025-08-02,Hot Latte,75,1,75
2025-08-02,Hot Matcha Latte,80,3,240
2025-08-02,Iced Latte,80,3,240
2025-08-02,Iced Matcha Latte,90,2,180
2025-08-02,Iced Mocha,85,3,255
2025-08-02,New York Cheesecake,120,1,120
2025-08-02,Peach Tea,65,1,65
2025-08-02,Red Velvet Cake,110,1,110
2025-08-02,Sausage Roll,75,2,150
2025-08-02,Strawberry Italian Soda,60,1,60
2025-08-02,Tiramisu,125,1,125
2025-08-02,Yuzu Soda,70,1,70
2025-08-03,Almond Croissant,85,1,85
2025-08-03,Banoffee Pie,100,1,100
2025-08-03,Blueberry Muffin,60,2,120
2025-08-03,Butter Croissant,65,2,130
2025-08-03,Carrot Cake,110,1,110
2025-08-03,Chocolate Chip Cookie,45,1,45
2025-08-03,Chocolate Fudge Cake,105,1,105
2025-08-03,Coffee Frappe,95,2,190
2025-08-03,Cold Brew,90,1,90
2025-08-03,Espresso,60,1,60
2025-08-03,Flat White,75,3,225
2025-08-03,Ham & Cheese Sandwich,85,1,85
2025-08-03,Hot Americano,65,1,65
2025-08-03,Hot Cappuccino,75,1,75
2025-08-03,Hot Caramel Macchiato,80,1,80
2025-08-03,Hot Matcha Latte,80,3,240
2025-08-03,Hot Mocha,80,1,80
2025-08-03,Iced Americano,70,1,70
2025-08-03,Iced Caramel Macchiato,90,2,180
2025-08-03,Iced Latte,80,4,320
2025-08-03,Iced Matcha Latte,90,3,270
2025-08-03,Iced Mocha,85,2,170
2025-08-03,Iced Thai Tea,70,1,70
2025-08-03,New York Cheesecake,120,1,120
2025-08-03,Pain au Chocolat,80,2,160
2025-08-03,Peach Tea,65,1,65
2025-08-03,Spinach Quiche,95,2,190
2025-08-03,Strawberry Italian Soda,60,2,120
2025-08-03,Tiramisu,125,1,125
2025-08-03,Yuzu Soda,70,1,70
2025-08-04,Blueberry Muffin,60,1,60
2025-08-04,Butter Croissant,65,2,130
2025-08-04,Chocolate Chip Cookie,45,2,90
2025-08-04,Cold Brew,90,1,90
2025-08-04,Espresso,60,2,120
2025-08-04,Flat White,75,2,150
2025-08-04,Hot Americano,65,5,325
2025-08-04,Hot Cappuccino,75,1,75
2025-08-04,Hot Caramel Macchiato,80,3,240
2025-08-04,Hot Chocolate,70,2,140
2025-08-04,Hot Latte,75,1,75
2025-08-04,Iced Chocolate,80,1,80
2025-08-04,Iced Mocha,85,2,170
2025-08-04,Iced Thai Tea,70,1,70
2025-08-04,New York Cheesecake,120,1,120
2025-08-04,Pain au Chocolat,80,1,80
2025-08-04,Peach Tea,65,1,65
2025-08-04,Red Velvet Cake,110,1,110
2025-08-04,Sausage Roll,75,1,75
2025-08-04,Spinach Quiche,95,3,285
2025-08-04,Strawberry Italian Soda,60,1,60
2025-08-04,Yuzu Soda,70,1,70
2025-08-05,Almond Croissant,85,1,85
2025-08-05,Blueberry Muffin,60,2,120
2025-08-05,Butter Croissant,65,3,195
2025-08-05,Chicken Pie,85,1,85
2025-08-05,Chocolate Chip Cookie,45,1,45
2025-08-05,Chocolate Fudge Cake,105,1,105
2025-08-05,Club Sandwich,110,1,110
2025-08-05,Coffee Frappe,95,5,475
2025-08-05,Earl Grey Tea,55,3,165
2025-08-05,Espresso,60,1,60
2025-08-05,Flat White,75,3,225
2025-08-05,Fudgy Brownie,75,1,75
2025-08-05,Ham & Cheese Sandwich,85,1,85
2025-08-05,Hot Americano,65,2,130
2025-08-05,Hot Cappuccino,75,1,75
2025-08-05,Hot Chocolate,70,1,70
2025-08-05,Hot Latte,75,1,75
2025-08-05,Hot Matcha Latte,80,2,160
2025-08-05,Hot Mocha,80,2,160
2025-08-05,Hot Thai Tea,60,1,60
2025-08-05,Iced Latte,80,1,80
2025-08-05,Iced Matcha Latte,90,3,270
2025-08-05,Iced Mocha,85,2,170
2025-08-05,Iced Thai Tea,70,2,140
2025-08-05,New York Cheesecake,120,1,120
2025-08-05,Pain au Chocolat,80,1,80
2025-08-05,Peach Tea,65,1,65
2025-08-05,Tiramisu,125,2,250
2025-08-05,Yuzu Soda,70,1,70
2025-08-06,Almond Croissant,85,1,85
2025-08-06,Blueberry Muffin,60,3,180
2025-08-06,Chamomile Tea,55,3,165
2025-08-06,Chocolate Chip Cookie,45,1,45
2025-08-06,Chocolate Fudge Cake,105,1,105
2025-08-06,Club Sandwich,110,1,110
2025-08-06,Coffee Frappe,95,1,95
2025-08-06,Flat White,75,1,75
2025-08-06,Ham & Cheese Sandwich,85,1,85
2025-08-06,Hot Caramel Macchiato,80,2,160
2025-08-06,Hot Chocolate,70,1,70
2025-08-06,Hot Matcha Latte,80,1,80
2025-08-06,Iced Americano,70,2,140
2025-08-06,Iced Caramel Macchiato,90,2,180
2025-08-06,Iced Latte,80,2,160
2025-08-06,Iced Matcha Latte,90,1,90
2025-08-06,Iced Mocha,85,1,85
2025-08-06,New York Cheesecake,120,2,240
2025-08-06,Peach Tea,65,1,65
2025-08-06,Spinach Quiche,95,1,95
2025-08-06,Strawberry Italian Soda,60,1,60
2025-08-06,Tiramisu,125,1,125
2025-08-06,Yuzu Soda,70,3,210
2025-08-07,Blueberry Muffin,60,1,60
2025-08-07,Butter Croissant,65,1,65
2025-08-07,Carrot Cake,110,2,220
2025-08-07,Chamomile Tea,55,1,55
2025-08-07,Chocolate Chip Cookie,45,1,45
2025-08-07,Coffee Frappe,95,2,190
2025-08-07,Cold Brew,90,1,90
2025-08-07,Espresso,60,4,240
2025-08-07,Fudgy Brownie,75,1,75
2025-08-07,Ham & Cheese Sandwich,85,1,85
2025-08-07,Hot Cappuccino,75,2,150
2025-08-07,Hot Caramel Macchiato,80,1,80
2025-08-07,Hot Chocolate,70,1,70
2025-08-07,Hot Latte,75,2,150
2025-08-07,Hot Matcha Latte,80,2,160
2025-08-07,Hot Thai Tea,60,2,120
2025-08-07,Iced Americano,70,2,140
2025-08-07,Iced Chocolate,80,1,80
2025-08-07,Iced Latte,80,1,80
2025-08-07,Iced Lemon Tea,65,1,65
2025-08-07,Iced Matcha Latte,90,1,90
2025-08-07,Iced Thai Tea,70,2,140
2025-08-07,New York Cheesecake,120,4,480
2025-08-07,Pain au Chocolat,80,2,160
2025-08-07,Red Velvet Cake,110,1,110
2025-08-07,Sausage Roll,75,4,300
2025-08-07,Spinach Quiche,95,2,190
2025-08-07,Strawberry Italian Soda,60,1,60
2025-08-07,Tiramisu,125,1,125
2025-08-07,Yuzu Soda,70,2,140
2025-08-08,Almond Croissant,85,1,85
2025-08-08,Blueberry Muffin,60,1,60
2025-08-08,Butter Croissant,65,1,65
2025-08-08,Carrot Cake,110,1,110
2025-08-08,Chamomile Tea,55,1,55
2025-08-08,Chicken Pie,85,2,170
2025-08-08,Chocolate Chip Cookie,45,4,180
2025-08-08,Chocolate Fudge Cake,105,1,105
2025-08-08,Club Sandwich,110,1,110
2025-08-08,Coffee Frappe,95,1,95
2025-08-08,Cold Brew,90,1,90
2025-08-08,Earl Grey Tea,55,1,55
2025-08-08,Flat White,75,1,75
2025-08-08,Fudgy Brownie,75,1,75
2025-08-08,Ham & Cheese Sandwich,85,3,255
2025-08-08,Hot Chocolate,70,3,210
2025-08-08,Hot Thai Tea,60,2,120
2025-08-08,Iced Americano,70,1,70
2025-08-08,Iced Caramel Macchiato,90,1,90
2025-08-08,Iced Chocolate,80,1,80
2025-08-08,Iced Lemon Tea,65,1,65
2025-08-08,Iced Matcha Latte,90,2,180
2025-08-08,New York Cheesecake,120,1,120
2025-08-08,Pain au Chocolat,80,1,80
2025-08-08,Red Velvet Cake,110,1,110
2025-08-08,Sausage Roll,75,1,75
2025-08-08,Spinach Quiche,95,1,95
2025-08-08,Strawberry Italian Soda,60,1,60
2025-08-08,Tiramisu,125,4,500
2025-08-08,Yuzu Soda,70,1,70
2025-08-09,Butter Croissant,65,1,65
2025-08-09,Chamomile Tea,55,1,55
2025-08-09,Chicken Pie,85,1,85
2025-08-09,Chocolate Fudge Cake,105,2,210
2025-08-09,Club Sandwich,110,2,220
2025-08-09,Coffee Frappe,95,2,190
2025-08-09,Espresso,60,1,60
2025-08-09,Flat White,75,2,150
2025-08-09,Ham & Cheese Sandwich,85,1,85
2025-08-09,Hot Americano,65,1,65
2025-08-09,Hot Cappuccino,75,1,75
2025-08-09,Hot Caramel Macchiato,80,2,160
2025-08-09,Hot Chocolate,70,1,70
2025-08-09,Hot Latte,75,1,75
2025-08-09,Hot Matcha Latte,80,2,160
2025-08-09,Hot Thai Tea,60,1,60
2025-08-09,Iced Americano,70,1,70
2025-08-09,Iced Caramel Macchiato,90,1,90
2025-08-09,Iced Chocolate,80,1,80
2025-08-09,Iced Latte,80,2,160
2025-08-09,Iced Lemon Tea,65,1,65
2025-08-09,Iced Matcha Latte,90,1,90
2025-08-09,Iced Mocha,85,2,170
2025-08-09,Iced Thai Tea,70,1,70
2025-08-09,Pain au Chocolat,80,2,160
2025-08-09,Red Velvet Cake,110,2,220
2025-08-09,Sausage Roll,75,2,150
2025-08-09,Strawberry Italian Soda,60,2,120
2025-08-09,Tiramisu,125,1,125
2025-08-10,Almond Croissant,85,1,85
2025-08-10,Butter Croissant,65,1,65
2025-08-10,Chamomile Tea,55,2,110
2025-08-10,Chicken Pie,85,1,85
2025-08-10,Chocolate Chip Cookie,45,3,135
